Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
540268,TRU,TruCap Finance Limited,Active,B,2.0,INE615R01029,,Equity
540269,SKL,SUPER FINE KNITTERS LIMITED,Active,MT,10.0,INE459U01018,,Equity
540270,RAIDEEPIND,Raideep Industries Limited,Active,XT,10.0,INE923R01019,,Equity
540293,PRICOLLTD,Pricol Limited,Active,A,1.0,INE726V01018,,Equity
540310,CFL,Classic Filaments Limited,Active,XT,10.0,INE181U01018,,Equity
540311,JITFINFRA,JITF INFRALOGISTICS LIMITED,Active,B,2.0,INE863T01013,,Equity
540318,SUERYAAKNI,Sueryaa Knitwear Limited,Active,XT,10.0,INE249U01013,,Equity
540332,TANVI,Tanvi Foods (India) Limited,Active,M,10.0,INE978V01015,,Equity
540358,RMC,RMC SWITCHGEARS LIMITED,Active,B,10.0,INE655V01019,,Equity
540359,PARMAX,Parmax Pharma Limited,Active,XT,10.0,INE240T01014,,Equity
540360,LLFICL,LEADING LEASING FINANCE AND IN,Active,T,1.0,INE715Q01029,,Equity
540361,DANUBE,DANUBE INDUSTRIES LIMITED,Active,XT,2.0,INE575D01041,,Equity
540366,RADIOCITY,Music Broadcast Limited,Active,B,2.0,INE919I01024,,Equity
540376,DMART,Avenue Supermarts Limited,Active,A,10.0,INE192R01011,,Equity
540377,IFL,IFL ENTERPRISES LIMITED,Active,B,1.0,INE714U01024,,Equity
540386,ONTIC,Ontic Finserve Limited,Active,XT,1.0,INE989S01042,,Equity
540393,SMLT,Sarthak Metals Limited,Active,B,10.0,INE017W01010,,Equity
540395,CHEMCRUX,Chemcrux Enterprises Limited,Active,B,10.0,INE298W01016,,Equity
540396,MANOMAY,Manomay Tex India Limited,Active,B,10.0,INE784W01015,,Equity
540401,MAXIMUS,Maximus International Limited,Active,X,1.0,INE544W01021,,Equity
540402,MANAS,Manas Properties Limited,Active,MT,10.0,INE800W01019,,Equity
540403,CLEDUCATE,CL Educate Limited,Active,T,5.0,INE201M01029,,Equity
540404,PRIMEFRESH,PRIME FRESH LIMITED,Active,B,10.0,INE442V01012,,Equity
540405,OCEANIC,Oceanic Foods Limited,Active,X,10.0,INE711V01010,,Equity
540416,OCTAWARE,Octaware Technologies Limited,Active,MT,10.0,INE208U01019,,Equity
540425,SHANKARA,Shankara Building Products Lim,Active,B,10.0,INE274V01019,,Equity
540455,ESCORP,Escorp Asset Management Limite,Active,B,10.0,INE953W01016,,Equity
540467,PARMSILK,PARMESHWARI SILK MILLS LIMITED,Active,XT,10.0,INE808R01012,,Equity
540468,KMSMEDI,KMS Medisurgi Limited,Active,MT,10.0,INE870V01014,,Equity
540481,CLFL,Classic Leasing & Finance Ltd.,Active,X,10.0,INE949C01016,,Equity
540492,STARLENT,STARLINEPS ENTERPRISES LIMITED,Active,B,1.0,INE594W01042,,Equity
540497,SCHAND,S Chand And Company Limited,Active,B,5.0,INE807K01035,,Equity
540515,KANUNGO,KANUNGO FINANCIERS LIMITED,Active,XT,10.0,INE453S01015,,Equity
540519,MEERA,Meera Industries Limited,Active,B,5.0,INE343X01026,,Equity
540526,IRBINVIT,IRB InvIT Fund,Active,IF,0.0,INE183W23014,,Equity
540530,HUDCO,Housing &Urban Development Cor,Active,A,10.0,INE031A01017,,Equity
540544,PSPPROJECT,PSP Projects Limited,Active,B,10.0,INE488V01015,,Equity
540545,GKL,GURU KRUPA GEMS AND JEWELLERY,Active,X,10.0,INE986W01016,,Equity
540550,YUG,Yug Decor Limited,Active,MT,10.0,INE796W01019,,Equity
540565,INDIGRID,IndiGrid Infrastructure Trust,Active,IF,0.0,INE219X23014,,Equity
540570,VARIMAN,VARIMAN GLOBAL ENTERPRISES LIM,Active,X,1.0,INE717F01028,,Equity
540575,STARCEMENT,Star Cement Limited,Active,B,1.0,INE460H01021,,Equity
540590,RIDDHICORP,Riddhi Corporate Services Limi,Active,X,10.0,INE325X01015,,Equity
540595,TEJASNET,Tejas Networks Limited,Active,A,10.0,INE010J01012,,Equity
540596,ERIS,Eris Lifesciences Limited,Active,A,1.0,INE406M01024,,Equity
540597,CONTAINER,Containerway International Lim,Active,X,5.0,INE319U01022,,Equity
540602,GTPL,GTPL Hathway Limited,Active,B,10.0,INE869I01013,,Equity
540611,AUBANK,AU Small Finance Bank Limited,Active,A,10.0,INE949L01017,,Equity
540613,GEL,Gautam Exim Limited,Active,M,5.0,INE721X01023,,Equity
540615,7NR,7NR Retail Limited,Active,XT,10.0,INE413X01035,,Equity
540642,SALASAR,Salasar Techno Engineering Lim,Active,B,1.0,INE170V01027,,Equity
540647,GANGESSECU,Ganges Securities Ltd.,Active,B,10.0,INE335W01016,,Equity
540648,PALASHSECU,Palash Securities Limited,Active,B,10.0,INE471W01019,,Equity
540649,AVADHSUGAR,AVADH SUGAR & ENERGY LIMITED,Active,B,10.0,INE349W01017,,Equity
540650,MAGADSUGAR,Magadh Sugar & Energy Limited,Active,B,10.0,INE347W01011,,Equity
540651,JIGAR,Jigar Cables Limited,Active,M,10.0,INE943X01015,,Equity
540652,CTCL,Captain Technocast Limited,Active,MT,10.0,INE931X01010,,Equity
540654,GSTL,GlobalSpace Technologies Limit,Active,X,10.0,INE632W01016,,Equity
540673,SIS,SIS LIMITED,Active,B,5.0,INE285J01028,,Equity
540678,COCHINSHIP,Cochin Shipyard Limited,Active,A,5.0,INE704P01025,,Equity
540679,HALEOSLABS,HALEOS LABS LIMITED,Active,B,10.0,INE320X01016,,Equity
540680,KIOCL,KIOCL Limited,Active,B,10.0,INE880L01014,,Equity
540681,CHOTHANI,CHOTHANI FOODS LIMITED,Active,MT,10.0,INE344X01016,,Equity
540686,SMRUTHIORG,Smruthi Organics Limited,Active,X,10.0,INE172E01011,Pharmaceuticals,Equity
540691,ABCAPITAL,Aditya Birla Capital Ltd,Active,A,10.0,INE674K01013,,Equity
540692,APEX,Apex Frozen Foods Limited,Active,B,10.0,INE346W01013,,Equity
540693,SHISHIND,Shish Industries Limited,Active,X,1.0,INE145Y01023,,Equity
540694,ANG,ANG Lifesciences India Limited,Active,T,10.0,INE236W01016,,Equity
540696,KCDGROUP,KCD INDUSTRIES INDIA LIMITED,Active,X,1.0,INE185U01035,,Equity
540699,DIXON,Dixon Technologies (India) Lim,Active,A,2.0,INE935N01020,,Equity
540700,BRNL,Bharat Road Network Limited,Active,B,10.0,INE727S01012,,Equity
540701,DCAL,Dishman Carbogen Amcis Limited,Active,B,2.0,INE385W01011,,Equity
540702,LASA,Lasa Supergenerics Limited,Active,B,10.0,INE670X01014,,Equity
540703,PROCLB,PRO CLB GLOBAL LIMITED,Active,X,10.0,INE438C01010,Misc.Commercial Services,Equity
540704,MATRIMONY,Matrimony.com Limited,Active,B,5.0,INE866R01028,,Equity
540709,RHFL,Reliance Home Finance Limited,Active,Z,10.0,INE217K01011,,Equity
540710,CAPACITE,Capacite Infraprojects Limited,Active,B,10.0,INE264T01014,,Equity
540716,ICICIGI,ICICI Lombard General Insuranc,Active,A,10.0,INE765G01017,,Equity
540717,PQIF,Polo Queen Industrial and Fint,Active,X,2.0,INE689M01025,,Equity
540718,AAYUSHBULL,AAYUSH ART AND BULLION LIMITED,Active,M,10.0,INE777X01017,,Equity
540719,SBILIFE,SBI Life Insurance Company Lim,Active,A,10.0,INE123W01016,,Equity
540724,DIAMONDYD,Prataap Snacks Limited,Active,B,5.0,INE393P01035,,Equity
540725,SHAREINDIA,Share India Securities Limited,Active,B,2.0,INE932X01026,,Equity
540726,TTFL,Trident Texofab Limited,Active,X,10.0,INE071Y01013,,Equity
540727,POOJA,Poojawestern Metaliks Limited,Active,B,10.0,INE973X01012,,Equity
540728,SAYAJIIND,Sayaji Industries Limited,Active,B,5.0,INE327G01032,,Equity
540729,VANTABIO,Vanta Bioscience Limited,Active,MT,10.0,INE695X01011,,Equity
540730,MEHAI,Mehai Technology  Limited,Active,X,1.0,INE062Y01020,,Equity
540735,IRIS,IRIS RegTech Solutions Limited,Active,B,10.0,INE864K01010,,Equity
540737,SGRL,Shree Ganesh Remedies Limited,Active,B,10.0,INE414Y01015,,Equity
540738,STL,Shreeji Translogistics Limited,Active,B,2.0,INE402Y01028,,Equity
540743,GODREJAGRO,Godrej Agrovet Limited,Active,A,10.0,INE850D01014,,Equity
540749,MASFIN,MAS Financial Services Limited,Active,B,10.0,INE348L01012,,Equity
540750,IEX,Indian Energy Exchange Limited,Active,A,1.0,INE022Q01020,,Equity
540755,GICRE,General Insurance Corporation,Active,A,5.0,INE481Y01014,,Equity
540756,KAARYAFSL,Kaarya Facilities and Services,Active,M,10.0,INE282Y01016,,Equity
540757,SCPL,SHEETAL COOL PRODUCTS LIMITED,Active,T,10.0,INE501Y01019,,Equity
540762,TIINDIA,Tube Investments of India Ltd,Active,A,1.0,INE974X01010,,Equity
540767,NAM-INDIA,NIPPON LIFE INDIA ASSET MANAGE,Active,A,10.0,INE298J01013,,Equity
540768,MAHLOG,Mahindra Logistics Limited,Active,B,10.0,INE766P01016,,Equity
540769,NIACL,The New India Assurance Compan,Active,A,5.0,INE470Y01017,,Equity
540774,IFGLEXPOR,IFGL Refractories Limited,Active,B,10.0,INE133Y01011,,Equity
540775,KHADIM,Khadim India Limited,Active,T,10.0,INE834I01025,,Equity
540776,5PAISA,5paisa Capital Limited,Active,B,10.0,INE618L01018,,Equity
540777,HDFCLIFE,HDFC LIFE INSURANCE COMPANY LI,Active,A,10.0,INE795G01014,,Equity
540782,SBRANDS,Sanghvi Brands Limited,Active,M,10.0,INE204Y01010,,Equity
540786,SHARIKA,SHARIKA ENTERPRISES LIMITED,Active,T,5.0,INE669Y01022,,Equity
540788,ASPIRA,Aspira Pathlab & Diagnostics L,Active,XT,10.0,INE500C01017,,Equity
540789,DNAMEDIA,Diligent Media Corporation Lim,Active,B,1.0,INE016M01021,,Equity
540795,DYCL,Dynamic Cables Limited,Active,B,10.0,INE600Y01019,,Equity
540796,RATNABHUMI,Ratnabhumi Developers Limited,Active,B,10.0,INE821Y01011,,Equity
540797,SHALBY,Shalby Limited,Active,B,10.0,INE597J01018,,Equity
540809,MRCAGRO,MRC AGROTECH LIMITED,Active,B,10.0,INE333Y01017,,Equity
540811,DML,Diggi Multitrade Limited,Active,M,10.0,INE158R01012,,Equity
540821,CRYSTAL,CRYSTAL BUSINESS SYSTEM LIMITE,Active,X,1.0,INE994R01028,,Equity
540824,ASTRON,Astron Paper & Board Mill Limi,Active,Z,10.0,INE646X01014,,Equity
540829,CHANDRIMA,Chandrima Mercantiles limited,Active,X,1.0,INE371F01024,,Equity
540843,RITHWIKFMS,Rithwik Facility Management Se,Active,MT,10.0,INE819Y01015,,Equity
540850,JFL,Jhandewalas Foods Limited,Active,M,10.0,INE841Y01019,,Equity
540874,7SEASL,7SEAS ENTERTAINMENT LIMITED,Active,X,10.0,INE454F01010,IT Software Products,Equity
540879,APOLLO,Apollo Micro Systems Limited,Active,A,1.0,INE713T01028,,Equity
540900,NEWGEN,Newgen Software Technologies L,Active,A,10.0,INE619B01017,,Equity
540901,PRAXIS,Praxis Home Retail Limited,Active,B,5.0,INE546Y01022,,Equity
540902,AMBER,Amber Enterprises India Limite,Active,A,10.0,INE371P01015,,Equity
540904,TIRUFOAM,TIRUPATI FOAM LIMITED,Active,X,10.0,INE115G01015,Auto Tyres & Rubber Products,Equity
540914,SRUSTEELS,SRU Steels Limited,Active,XT,10.0,INE425C01017,,Equity
540923,ASHOKAMET,Ashoka Metcast Limited,Active,B,10.0,INE760Y01011,,Equity
540935,GALAXYSURF,Galaxy Surfactants Limited,Active,B,10.0,INE600K01018,,Equity
540936,GGL,Gautam Gems Limited,Active,X,10.0,INE063Z01017,,Equity
540937,MEDICO,MEDICO REMEDIES LIMITED,Active,B,2.0,INE630Y01024,,Equity
540938,GUJHYSPIN,Gujarat Hy-Spin Limited,Active,MT,10.0,INE578V01013,,Equity
540952,LAL,LORENZINI APPARELS LIMITED,Active,B,1.0,INE740X01023,,Equity
540953,KENVI,Kenvi Jewels Limited,Active,B,1.0,INE923Y01023,,Equity
540954,IWP,The Indian Wood Products Co. L,Active,B,2.0,INE586E01020,,Equity
540955,TDSL,Tasty Dairy Specialities Limit,Active,Z,10.0,INE773Y01014,,Equity
540956,BHATIA,Bhatia Communications & Retail,Active,X,1.0,INE341Z01025,,Equity
540961,SHIVAMILLS,Shiva Mills Limited,Active,B,10.0,INE644Y01017,,Equity
540975,ASTERDM,ASTER DM QUALITY CARE LIMITED,Active,A,10.0,INE914M01019,,Equity
540980,YSL,The Yamuna Syndicate Ltd,Active,X,100.0,INE868X01014,,Equity
541005,KANCOTEA,KANCO TEA & INDUSTRIES LIMITED,Active,B,10.0,INE398L01017,Tea & Coffee,Equity
541006,ANGEL,Angel Fibers Limited,Active,M,10.0,INE339Z01011,,Equity
541019,HGINFRA,H.G. Infra Engineering Limited,Active,B,10.0,INE926X01010,,Equity
541083,INFLAME,Inflame Appliances Limited,Active,M,10.0,INE464Z01017,,Equity
541096,BPLPHARMA,Bharat Parenterals Limited,Active,B,10.0,INE365Y01019,,Equity
541112,SHREESHAY,Shreeshay Engineers Limited,Active,M,10.0,INE452Z01012,,Equity
541133,ACFL,APEX CAPITAL AND FINANCE LIMIT,Active,XT,10.0,INE758W01019,,Equity
541143,BDL,Bharat Dynamics Limited,Active,A,5.0,INE171Z01026,,Equity
541144,ACTIVE,Active Clothing Co  Limited,Active,B,10.0,INE380Z01015,,Equity
541152,GOYALALUM,GOYAL ALUMINIUMS LIMITED,Active,B,1.0,INE705X01026,,Equity
541153,BANDHANBNK,Bandhan Bank Limited,Active,A,10.0,INE545U01014,,Equity
541154,HAL,Hindustan Aeronautics Limited,Active,A,5.0,INE066F01020,,Equity
541161,DHARAN,DHARAN INFRA-EPC LIMITED,Active,Z,1.0,INE278R01034,,Equity
541163,SANDHAR,Sandhar Technologies Limited,Active,B,10.0,INE278H01035,,Equity
541167,YASHO,YASHO INDUSTRIES LIMITED,Active,B,10.0,INE616Z01012,,Equity
541178,BENARA,Benara Bearings and Pistons Li,Active,MT,10.0,INE495Z01011,,Equity
541195,MIDHANI,Mishra Dhatu Nigam Limited,Active,A,10.0,INE099Z01011,,Equity
541196,LEX,Lex Nimble Solutions Limited,Active,MT,10.0,INE860Y01019,,Equity
541206,OBCL,OBCL Limited,Active,B,10.0,INE426Z01016,,Equity
541228,TRL,Taylormade Renewables Limited,Active,T,10.0,INE459Z01017,,Equity
541233,LEMONTREE,Lemon Tree Hotels Limited,Active,A,10.0,INE970X01018,,Equity
541269,CHEMFAB,Chemfab Alkalis Ltd,Active,B,10.0,INE783X01023,,Equity
541276,HARDWYN,HARDWYN INDIA LIMITED,Active,B,1.0,INE626Z01029,,Equity
541299,DLCL,DR LALCHANDANI LABS LIMITED,Active,M,10.0,INE871Z01013,,Equity
541300,INTERISE,INTERISE TRUST,Active,IF,0.0,INE790Z23019,,Equity
541301,ORIENTELEC,Orient Electric Limited,Active,B,1.0,INE142Z01019,,Equity
541302,DHRUV,Dhruv Consultancy Services Lim,Active,B,10.0,INE506Z01015,,Equity
541303,AKSHAR,Akshar Spintex Limited,Active,B,1.0,INE256Z01025,,Equity
541304,INDOUS,Indo US Bio-Tech Limited,Active,B,10.0,INE250Z01010,,Equity
541336,INDOSTAR,IndoStar Capital Finance Limit,Active,B,10.0,INE896L01010,,Equity
541337,MILEFUR,Milestone Furniture Limited,Active,MT,10.0,INE424Z01011,,Equity
541338,UHZAVERI,U. H. ZAVERI LIMITED,Active,B,10.0,INE556Z01010,,Equity
541347,PARVATI,Parvati Sweetners and Power Lt,Active,X,5.0,INE295Z01015,,Equity
541352,MEGASTAR,Megastar Foods Limited,Active,B,10.0,INE00EM01016,,Equity
541353,INNOVATORS,Innovators Facade Systems Limi,Active,M,10.0,INE870Z01015,,Equity
541358,UCIL,UNIFINZ CAPITAL INDIA LIMITED,Active,XT,10.0,INE926R01012,,Equity
541400,ZIMLAB,ZIM Laboratories Limited,Active,B,10.0,INE518E01015,,Equity
541402,AFFORDABLE,Affordable Robotic & Automatio,Active,T,10.0,INE692Z01013,,Equity
541403,DOLLAR,Dollar Industries Limited,Active,B,2.0,INE325C01035,,Equity
541418,NGIL,NAKODA GROUP OF INDUSTRIES LIM,Active,B,10.0,INE236Y01012,,Equity
541444,PALMJEWELS,Palm Jewels Limited,Active,X,10.0,INE838Z01012,,Equity
541445,WAA,Waa Solar Limited,Active,M,10.0,INE799N01012,,Equity
541450,ADANIGREEN,Adani Green Energy Limited,Active,A,10.0,INE364U01010,,Equity
541503,UNICK,Unick Fix-A- Form and Printers,Active,X,10.0,INE250G01010,,Equity
541540,SOLARA,SOLARA ACTIVE PHARMA SCIENCES,Active,B,10.0,INE624Z01016,,Equity
541546,GAYAHWS,GAYATRI HIGHWAYS LTD,Active,B,2.0,INE287Z01012,,Equity
541556,RITES,RITES Limited,Active,A,10.0,INE320J01015,,Equity
541557,FINEORG,Fine Organic Industries Limite,Active,A,5.0,INE686Y01026,,Equity
541578,VARROC,Varroc Engineering Limited,Active,A,1.0,INE665L01035,,Equity
541601,RAJNISH,Rajnish Wellness Limited,Active,B,1.0,INE685Z01033,,Equity
541627,GUJWIND,Gujarat Winding Systems Limite,Active,X,10.0,INE173V01013,,Equity
541633,STRAEXPO,Sophia Traexpo Limited,Active,XT,10.0,INE268X01017,,Equity
541634,RAWEDGE,Raw Edge Industrial Solutions,Active,B,10.0,INE960Z01014,,Equity
541701,SUPERSHAKT,Supershakti Metaliks Limited,Active,M,10.0,INE00SY01011,,Equity
541702,ASHNI,Ashnisha Industries Limited,Active,XT,1.0,INE694W01024,,Equity
541703,RACONTEUR,RACONTEUR GLOBAL RESOURCES LIM,Active,M,10.0,INE00WY01013,,Equity
541729,HDFCAMC,HDFC Asset Management Company,Active,A,5.0,INE127D01025,,Equity
541735,VIVANTA,Vivanta Industries Limited,Active,X,1.0,INE299W01022,,Equity
541741,FRATELLI,Fratelli Vineyards Limited,Active,X,10.0,INE401Z01019,,Equity
541770,CREDITACC,CreditAccess Grameen Ltd.,Active,A,10.0,INE741K01010,,Equity
541771,AMINTAN,AMIN TANNERY LIMITED,Active,X,1.0,INE572Z01017,,Equity
541778,DEEP,Deep Polymers Limited,Active,B,10.0,INE00IY01012,,Equity
541799,SMEL,Sungold Media and Entertainmen,Active,MT,10.0,INE266S01011,,Equity
541865,ASRL,Add-Shop E-Retail Limited,Active,X,10.0,INE01B501018,,Equity
541890,SPACEINCUBA,Space Incubatrics Technologies,Active,XT,1.0,INE797Z01028,,Equity
541929,SGIL,Synergy Green Industries Limit,Active,B,10.0,INE00QT01015,,Equity
541945,RANJEET,Ranjeet Mechatronics Limited,Active,M,5.0,INE01A501027,,Equity
541956,IRCON,IRCON International Ltd,Active,A,2.0,INE962Y01021,,Equity
541967,SKYGOLD,Sky Gold And Diamonds Limited,Active,A,10.0,INE01IU01018,,Equity
541973,MACH,Mac Hotels Limited,Active,M,10.0,INE004Z01011,,Equity
541974,MANORAMA,Manorama Industries Limited,Active,A,2.0,INE00VM01036,,Equity
541983,INNOVATIVE,Innovative Ideals and Services,Active,M,10.0,INE492Y01011,,Equity
541988,AAVAS,AAVAS Financiers Limited,Active,A,10.0,INE216P01012,,Equity
542011,GRSE,Garden Reach Shipbuilders & En,Active,A,10.0,INE382Z01011,,Equity
542012,A1L,A-1 LIMITED,Active,B,1.0,INE911Z01025,,Equity
542013,DOLFIN,Dolfin Rubbers Limited,Active,B,10.0,INE666Y01010,,Equity
542019,SHUBHAM,Shubham Polyspin Limited,Active,X,10.0,INE01J501010,,Equity
542020,AKI,AKI India Limited,Active,B,2.0,INE642Z01026,,Equity
542025,SUNRETAIL,Sun Retail Limited,Active,M,1.0,INE206Z01020,,Equity
542034,SMGOLD,S. M. Gold Limited,Active,B,10.0,INE00Q901014,,Equity
542046,VIVIDM,VIVID MERCANTILE LIMITED,Active,B,1.0,INE647Z01025,,Equity
542057,BCPL,BCPL Railway Infrastructure Li,Active,B,10.0,INE00SW01015,,Equity
542066,ATGL,ADANI TOTAL GAS LIMITED,Active,A,1.0,INE399L01023,,Equity
542123,PHOSPHATE,The Phosphate Company Limited,Active,X,10.0,INE398C01016,,Equity
542141,TECHNOE,Techno Electric & Engineering,Active,A,2.0,INE285K01026,,Equity
542145,RONI,Roni Households Limited,Active,M,10.0,INE02AP01013,,Equity
542146,SKIFL,Shree Krishna Infrastructure L,Active,M,10.0,INE951Z01013,,Equity
542155,DGL,Diksha Greens Limited,Active,MT,10.0,INE01GR01018,,Equity
542176,ARYAN,Aryan Share & Stock Brokers Lt,Active,X,10.0,INE016X01010,,Equity
542206,NIVAKA,NIVAKA FASHIONS LIMITED,Active,XT,1.0,INE139E01028,,Equity
542216,DALBHARAT,DALMIA BHARAT LIMITED,Active,A,2.0,INE00R701025,,Equity
542231,NILASPACES,Nila Spaces Ltd,Active,B,1.0,INE00S901012,,Equity
542232,SRD,Shankar Lal Rampal Dye-Chem Li,Active,B,10.0,INE01NE01012,,Equity
542233,TREJHARA,Trejhara Solutions Limited,Active,B,10.0,INE00CA01015,,Equity
542248,DECCAN,Deccan Health Care Limited,Active,T,10.0,INE452W01019,,Equity
542285,AXITA,Axita Cotton Limited,Active,B,1.0,INE02EZ01022,,Equity
542323,KPIGREEN,KPI Green Energy Limited,Active,A,5.0,INE542W01025,,Equity
542332,HIKLASS,Hi-Klass Trading and Investmen,Active,XT,5.0,INE302R01024,,Equity
542333,RPSGVENT,RPSG VENTURES LIMITED,Active,B,10.0,INE425Y01011,,Equity
542337,SPENCERS,Spencer's Retail Limited,Active,B,5.0,INE020801028,,Equity
542351,GLOSTERLTD,Gloster Ltd,Active,B,10.0,INE350Z01018,,Equity
542367,XELPMOC,Xelpmoc Design and Tech Limite,Active,B,10.0,INE01P501012,,Equity
542376,SPACAPS,SPA Capital Services Limited,Active,XT,10.0,INE726X01014,,Equity
542377,AARSHYAM,Aar Shyam India Investment Com,Active,XT,10.0,INE512R01010,,Equity
542383,RITCO,Ritco Logistics Limited,Active,B,10.0,INE01EG01016,,Equity
542399,CHALET,Chalet Hotels Limited,Active,A,10.0,INE427F01016,,Equity
542437,ANMOL,Anmol India Limited,Active,B,10.0,INE02AR01019,,Equity
542446,JONJUA,Jonjua Overseas Limited,Active,M,10.0,INE793Z01027,,Equity
542459,KRANTI,Kranti Industries Limited,Active,B,10.0,INE911T01010,,Equity
542460,ANUP,The Anup Engineering Ltd,Active,B,10.0,INE294Z01018,,Equity
542477,GLAAMUP,GLAAM UP JWEL LIMITED,Active,MT,10.0,INE03CM01014,,Equity
542484,ARVINDFASN,Arvind Fashions Limited,Active,A,4.0,INE955V01021,,Equity
542503,MAHIP,Mahip Industries Limited,Active,MT,10.0,INE00CX01017,,Equity
542524,AIHL,AMBASSADOR INTRA HOLDINGS LIMI,Active,X,10.0,INE342U01016,,Equity
542543,ENERGYINF,Energy Infrastructure Trust,Active,IF,0.0,INE05KD23015,,Equity
542544,JYOTIN,Jyot International Marketing L,Active,XT,10.0,INE043R01016,,Equity
542579,AGOL,Ashapuri Gold Ornament Limited,Active,B,1.0,INE05FR01029,,Equity
542580,AARTECH,Aartech Solonics Limited,Active,T,5.0,INE01C001026,,Equity
542592,HBEL,Humming Bird Education Limited,Active,MT,1.0,INE02PC01027,,Equity
542597,MSTCLTD,MSTC Limited,Active,B,10.0,INE255X01014,,Equity
542599,ROOPSHRI,Roopshri Resorts Limited,Active,MT,10.0,INE03WT01017,,Equity
542602,EMBASSY,Embassy Office Parks REIT,Active,IF,0.0,INE041025011,,Equity
542627,CHANDNIMACH,Chandni Machines Limited,Active,XT,10.0,INE01GZ01011,,Equity
542628,NSL,Northern Spirits Limited,Active,B,10.0,INE01BL01012,,Equity
542649,RVNL,Rail Vikas Nigam Limited,Active,A,10.0,INE415G01027,,Equity
542650,METROPOLIS,Metropolis Healthcare Limited,Active,A,2.0,INE112L01020,,Equity
542651,KPITTECH,KPIT Technologies Ltd,Active,A,10.0,INE04I401011,,Equity
542652,POLYCAB,Polycab India Limited,Active,A,10.0,INE455K01017,,Equity
542654,VRFILMS,V R FILMS & STUDIOS LIMITED,Active,B,10.0,INE06LG01010,,Equity
542655,VIKASLIFE,VIKAS LIFECARE LIMITED,Active,B,1.0,INE161L01027,,Equity
542665,NEOGEN,Neogen Chemicals Limited,Active,B,10.0,INE136S01016,,Equity
542666,GKP,G. K. P. Printing & Packaging,Active,B,10.0,INE05QJ01015,,Equity
542668,EVANS,EVANS ELECTRIC LIMITED,Active,M,10.0,INE06TD01010,,Equity
542669,BMW,BMW INDUSTRIES LIMITED,Active,X,1.0,INE374E01021,,Equity
542670,AEPL,Artemis Electricals and Projec,Active,B,1.0,INE757T01025,,Equity
542677,MAHESH,Mahesh Developers Limited,Active,X,10.0,INE01MO01013,,Equity
542678,CHCL,Cian Healthcare Limited,Active,MT,10.0,INE05BN01027,,Equity
542679,DEL,Dhanashree Electronics Limited,Active,X,10.0,INE413F01016,,Equity
542682,HARISH,Harish Textile Engineers Limit,Active,X,10.0,INE01K301012,,Equity
542684,PPL,Prakash Pipes Limited,Active,T,10.0,INE050001010,,Equity
542685,DGCONTENT,Digicontent Limited,Active,B,2.0,INE03JI01017,,Equity
542694,PARSHVA,Parshva Enterprises Limited,Active,B,10.0,INE05MV01019,,Equity
542721,ARL,Anand Rayons Limited,Active,B,10.0,INE02GA01012,,Equity
542725,SBC,SBC EXPORTS LIMITED,Active,B,1.0,INE04AK01028,,Equity
542726,INDIAMART,IndiaMART InterMESH Limited,Active,A,10.0,INE933S01016,,Equity
542727,CPML,CITY PULSE MULTIVENTURES LIMIT,Active,M,10.0,INE056001014,,Equity
542728,SKIEL,SK International Export Limite,Active,MT,10.0,INE04ST01013,,Equity
542729,DCMNVL,DCM NOUVELLE LIMITED,Active,B,10.0,INE08KP01019,,Equity
542752,AFFLE,AFFLE 3I LIMITED,Active,A,2.0,INE00WC01027,,Equity
542759,SPANDANA,Spandana Sphoorty Financial Li,Active,B,10.0,INE572J01011,,Equity
542760,SWSOLAR,STERLING AND WILSON RENEWABLE,Active,B,1.0,INE00M201021,,Equity
542765,TRANSPACT,Transpact Enterprises Limited,Active,MS,10.0,INE06YD01010,,Equity
542770,ALPHALOGIC,Alphalogic Techsys Limited,Active,B,5.0,INE08E401029,,Equity
542771,NOVATEOR,Novateor Research Laboratories,Active,M,10.0,INE08JY01013,,Equity
542772,360ONE,360 ONE WAM LIMITED,Active,A,1.0,INE466L01038,,Equity
542773,IIFLCAPS,IIFL CAPITAL SERVICES LIMITED,Active,A,2.0,INE489L01022,,Equity
542774,MUFIN,MUFIN GREEN FINANCE LIMITED,Active,B,1.0,INE08KJ01020,,Equity
542801,MISQUITA,Misquita Engineering Limited,Active,M,10.0,INE957W01025,,Equity
542802,GALACTICO,Galactico Corporate Services L,Active,B,1.0,INE906Y01028,,Equity
542803,VEL,Vaxfab Enterprises Limited,Active,X,10.0,INE560T01015,,Equity
542812,FLUOROCHEM,Gujarat Fluorochemicals Limite,Active,A,1.0,INE09N301011,,Equity
542830,IRCTC,Indian Railway Catering and To,Active,A,2.0,INE335Y01020,,Equity
542850,GOBLIN,GOBLIN INDIA LIMITED,Active,M,10.0,INE492Z01018,,Equity
542851,GENSOL,Gensol Engineering Limited,Active,Z,10.0,INE06H201014,,Equity
542852,VISHWARAJ,Vishwaraj Sugar Industries Lim,Active,B,2.0,INE430N01022,,Equity
542857,GREENPANEL,Greenpanel Industries Limited,Active,B,1.0,INE08ZM01014,,Equity
542862,SHAHLON,Shahlon Silk Industries Limite,Active,X,2.0,INE052001026,,Equity
542864,MOUNT,MOUNT HOUSING AND INFRASTRUCTU,Active,XT,10.0,INE444X01014,,Equity
